lemma, CV, distance
paqâdum,pa-aq-da,5
paqâdum,pa-aq-qí-du-šu-nu-ši-im,17
paqâdum,ip-qí-du-šu,7
paqâdum,li-ip-qí-du,8
dimtum,di-im-tim,4
dimtum,AN-ZA-GÀR-HI-A,14
idum,i-di-šu-nu,7
idum,DA,4
idum,i-di-šu,5
idum,i-dì-in,5
idum,šu,3
idum,i-di,3
redûm,i-re-ed-de-em,9
redûm,ir-de₄-e,6
redûm,i-re-ed-du-ú,9
redûm,li-ir-du,7
redûm,ú-ša-re-eš₁₅-šu,13
redûm,ir-du-šu,6
sikkûrum,sí-ik-ku-ri,7
panânum,pa-na-nu-um-ma,8
panânum,pa-na-nu,4
šernum,še-er-nu-um,5
sanâqum,li-is-ni-qú-nim,11
sanâqum,is-sà-an-qá-ak-kum,12
sanâqum,sí-in-qá-am,7
sanâqum,iz-za-an-qú-ni-ik-kum,16
sanâqum,sú-un-nu-qa-ku,11
sanâqum,ta-as-sà-an-qú,11
sanâqum,an-ni-qú-nim,9
sanâqum,sa-an-qa,5
sanâqum,is-sà-an-qú-ni-ik-ku-nu-ši-im,23
sanâqum,sí-ni-iq-šu-nu-ti-ma,15
sanâqum,a-sà-an-ni-iq,10
mû,me-e,3
mû,e,2
mû,mu-ú-ma,6
ṣapûm,ú-ṣa-ab-bu-ma,10
danânum,du-un-nu-na,7
danânum,li-da-an-ni-nu,10
danânum,ú-da-an-ni-nam-ma,12
danânum,ú-da-an-na-nu,9
danânum,du-un-nu-na-šu-nu-ši-im,18
danânum,dan-na,3
danânum,du-un-nu-un,7
danânum,dan-na-at,5
danânum,an-ni-in-ma,8
danânum,li-da-an-ni-in-ma,12
danânum,lí-dan-ni-in-ma,10
šâpirum,ša-pi-ir,5
assurri,as-ur-ri,2
assurri,as-sú-ur-re,5
assurri,az-zu-ur-ri,6
assurri,as-su-ri,2
Ešnunna,NUN-NA-(ki),11
Ešnunna,LÚ-ÈŠ-NUN-NA-(ki),17
Ešnunna,ÈŠ-NUN-(ki),11
Ešnunna,ÈŠ,7
Ešnunna,ÈŠ-NUN-NA,9
nadûm,id-du-ú,6
nadûm,na-du-ú,4
nadûm,na-di,3
nadûm,na-di-a-at-ma,9
nadûm,na-de-e-ku,7
nadûm,šu-ud-da-a,9
nadûm,in-na-ad-di,8
nadûm,ù-ša-ad-du-ú,10
nadûm,na-de-e,4
nadûm,it-ta-na-ad-di,11
nadûm,na,3
nadûm,it-ta-di-a-aš-šu,14
nadûm,id-di-a-aš-šu,12
nadûm,na-di-ma,4
nadûm,ad,3
nadûm,i-na-ad-di,7
nadûm,di,4
maṣṣartum,ma-aṣ-ṣa-ra-tum,6
maṣṣartum,ma-aṣ-ṣa-ra-ti-ni,10
maṣṣartum,ma-ṣa-ar-ti-šu,8
maṣṣartum,tum,6
maṣṣartum,ma-aṣ-ṣa-ra-a-tum,8
lû,lu,1
lû,ú,2
balum,bá-lum-ia,5
balum,lum,2
šalâmum,ša-al-mu,4
šalâmum,ša-lim,4
šalâmum,ša-al-mu-sú-nu,9
šalâmum,ša-al-ma-ku,7
šalâmum,lim,5
šalâmum,ša-la-am,4
šalâmum,al-mu,3
šalâmum,ša-al-ma,5
šalâmum,lu-ú-ša-li,10
šalâmum,al-ma-ku,6
šalâmum,ša-al-ma-a-ku,9
lapâtum,il-pu-tu,5
lapâtum,tu-ap-pa-tam,8
lapâtum,il-la-ap-pa-at,11
lapâtum,la-ap-ta,5
lapâtum,la-pa-tim,4
lapâtum,i-la-ap-pa-tu,9
lapâtum,i-la-ap-pa-tu-ma,10
lapâtum,up-pu-ta,7
lapâtum,la-ap-pa,6
lapâtum,ap-pa,5
lapâtum,i,7
lapâtum,ú-la-ap-pa-tam,9
pânîtum,pa-tim,4
pânîtum,pa-ni-tim-ma,8
pânîtum,pa,6
pânîtum,ni-tim-ma,8
Yamina,ia-mi-na,3
Yamina,ia-mi,4
warâdum,ú-ur-ra-da,9
warâdum,wa-ra-da-am,6
warâdum,ú-ur-ra-dam,8
warâdum,ú-ur-ra-ad,9
warâdum,ur-ra-dam,6
anâku,a-na-ku,3
anâku,a-na-ku-ú,5
anâku,na-ku,3
anâku,ú,5
anâku,ku,3
anâku,a,4
anâku,a-na-ku-ú-ma,8
anâku,a-na,4
imêrum,ANŠE-HI-A,9
nârum,na-ri-im,5
nârum,NAR,5
nârum,I₇-HI-A,7
nârum,I₇,5
gamârum,ig-ga-ma-ru,7
gamârum,ug-da-me-er,8
gamârum,gu-um-mu-ru,8
gamârum,gu-um-ra-šu-nu-ši-im,15
gamârum,ta-ga-am-ma-ra-šu-nu-ši-im,20
gamârum,ga-me-e-er,7
gamârum,gu-um-me-ra-šum-ma,13
gamârum,li-ga-am-me-ru-nim,12
dabâbum,id-bu-bu-nim-ma,10
dabâbum,ú-da-ba-ab,7
dabâbum,ú-da-ab-ba-bu,9
dabâbum,id-bu-bu-nim,7
dabâbum,li-id-bu-ub,8
dabâbum,ú-da-ba-bu-šu,8
dabâbum,id-bu-ub,5
dabâbum,ta-da-ab-bu-ub,9
dabâbum,da-ab-bu,4
dabâbum,i-da-ab-bu-šu-nu-ši-im,16
dabâbum,i-da-bu-ub,6
dabâbum,bu-ub,5
dabâbum,id-bu-bu,5
dabâbum,li-id,7
dabâbum,ad-bu-ub-šum,7
dabâbum,i-da-ab-bu-bu,8
dabâbum,id,7
dabâbum,ú-šu-nu-ti,9
dabâbum,ú-ša-ad-ba,9
warki,ar-ki-ni,5
warki,wa-ar-ki-šu,6
warki,ar-ki,2
warki,wa-ar-ki,3
šanûm,ša-né-e-em-ma,9
šanûm,ša-né-em,4
šanûm,ša-ni-im,4
šanûm,ni-tam,5
šanûm,ú-ša-an,5
šanûm,ni-ma,5
šanûm,ša-nu-um,4
šanûm,ša-né-e-em,6
šanûm,ša-ni-i,4
šanûm,iš,5
ûmum,u₄-mi-im,6
ûmum,u₄-um,3
ûmum,um,2
ûmum,u₄-mi,4
ûmum,U₄,4
ûmum,u₄-mi-šu-ma,8
ûmum,ú-um-šu,5
ûmum,u₄-mu-um,5
ûmum,u₄-um-šu,6
qammatum,am-ma,5
šaplum,KI-TA,6
šaplum,ša,4
šârum,ša-ru,3
ṣubâtum,TÚG-HI-A,8
ṣubâtum,ṣú-ba-ti-šu,8
wu''urtum,wu-ú-ur-ta-šu,8
wu''urtum,wu-ú-ur-ti,6
Belet-ekallim,GAL,13
Belet-ekallim,(d)-NIN-é-kál-lim,11
aššatum,a-ša-ti-ia,6
Inibšina,i-ni-ib-ši-na-ma,9
rabûm,ra-bi-a-am,6
rabûm,ru-ub-bé-e-em,10
rabûm,ra-bi,3
rabûm,LÚ-GAL,6
rabûm,(lú)-GAL,8
rabûm,ra-bi-am,4
rabûm,ra,3
rabûm,ir-ta-bi,6
pihrum,bé-eh-ri-im,8
pihrum,bé-eh-ra-am,8
qaqqadum,ti-šu-nu,8
qaqqadum,qá-qá-ad,6
qaqqadum,qa-qa,4
nakâsum,na-ak-sa-at,7
nakâsum,nu-uk-ku-su,8
nakâsum,in-na-ak-su,7
nakâsum,ik-ki-su-ú,7
nakâsum,in-na-ak-su-ú,8
nakâsum,i-na-ki-sú-ma,8
nišum,šu,3
balu I,balika,3
balu I,baliki,3
balu I,bališu,3
balu I,balu₄,2
balu I,balum,2
balu I,bališu₂,4
balu I,bala,3
balu I,NU.ME.A,7
balu I,baluukka,4
balu I,NU.ME.Aka,9
patāqu I,iptiiq,7
patāqu I,tapati₄iq,7
patāqu I,šuuptuq,7
patāqu I,pateeq,5
patāqu I,patiiqšina,6
patāqu I,tapattiiq,7
patāqu I,lippatiiqma,8
patāqu I,piteqa,5
patāqu I,lippatqu,6
patāqu I,patqat,4
patāqu I,aptiiqma,7
nādinu I,ŠUM₂nu,6
nādinu I,nadinu,3
nindabû I,nindabe₂e,3
nindabû I,nindabuu,3
nindabû I,NIDBAšu₂,9
nindabû I,NIDBAMEŠ,9
nindabû I,NIDBABI,8
nindabû I,nindabee,3
nindabû I,NIDBAka,9
kirbānu I,{u₂}LAG,9
kirbānu I,kirbanu,3
kirbānu I,kurbanni,5
kirbānu I,kurbani,5
kirbānu I,{u₂}LAG.GA₂,11
kirbānu I,girbanu,4
kirbānu I,kirbani,4
kirbānu I,kiirbaan,6
kirbānu I,kurban,5
kirbānu I,kurbanna,5
kirbānu I,kirbana₇,4
pasāsu I,u₂paassasuma,7
pasāsu I,lipsisu,6
pasāsu I,u₂paassasu,7
pasāsu I,paassašu₂,6
pasāsu I,tappasaassu,8
pasāsu I,lippasis,7
pasāsu I,puussama,6
pasāsu I,puussu,5
pasāsu I,lipasissu,6
pasāsu I,puussi,6
pasāsu I,pusuus,5
naharmuṭu I,ušharmiṭ,6
naharmuṭu I,lih₄harmiṭ,8
naharmuṭu I,ihharmiṭ,6
ṣerhu I,ṣereeh,4
ṣerhu I,ṣiriih,5
ewû I,emuu₂,4
ewû I,u₂šeman{+an}ni,13
ewû I,tušeme,6
ewû I,imi,5
ewû I,imuu₂,5
ewû I,iteʾe,5
ewû I,immuu₂,6
ewû I,tušemmi,7
ewû I,emuu,4
ewû I,ematama,6
ewû I,emat,4
ewû I,eme,4
ewû I,emaa,4
ewû I,eteme,4
epēšu I,ippušu₂šu₂nutu,11
epēšu I,epešika,4
epēšu I,epeš,4
epēšu I,epušu,3
epēšu I,DU₃šu,5
epēšu I,epšunimma,6
ayyānu I,aainnu,5
ayyānu I,aainna,6
atāru I,u₂šatiir,8
atāru I,šuturu₃,5
atāru I,uttar,6
atāru I,liša₂tiru,7
atāru I,DIRI,6
atāru I,luuttir,7
atāru I,šutur,6
atāru I,DIRIar₂,7
atāru I,uttir,6
atāru I,ittir₄,6
atāru I,atar,4
atāru I,itirunu,4
atāru I,atrutu,3
atāru I,uttara,6
atāru I,tuutter,7
atāru I,etraat,5
atāru I,DIRIma,7
atāru I,DIRIu₂,6
atāru I,u₂ša₂tir,8
atāru I,itaatra,6
atāru I,u₂attar,7
atāru I,u₂ša₂terši,8
atāru I,u₂ša₂tirka,8
atāru I,atrat,4
atāru I,tuša₂tar,8
eperu I,eperu,2
eperu I,SAHARHI.A,8
eperu I,SAHAR,7
eperu I,eperi,3
eperu I,epe₂raam,4
eperu I,epraam,4
eperu I,epruumma,5
eperu I,SAHARšu₂,8
eperu I,epi₂ruša,4
eperu I,epe₂ruša,3
eperu I,epe₂rušu₂,4
eperu I,epir,4
eperu I,SAHARHI.Ašu₂,11
nakāsu I,nakas₂,4
nakāsu I,KU₅MEŠ,8
nakāsu I,nakasu,3
nakāsu I,KUDis,7
nakāsu I,inaakkisuma,6
nakāsu I,tunakkas₂,7
nakāsu I,luukkis,8
nakāsu I,nakaš₂,5
nakāsu I,KUDisma,7
nakāsu I,KU₅is,7
nakāsu I,inaakkiisma,8
nakāsu I,KUD.KUD,8
nakāsu I,nakaas,5
nakāsu I,akkiis,6
nakāsu I,ikkiis,7
nakāsu I,nuukkusu,6
nakāsu I,nakis,4
nakāsu I,nakas,4
nakāsu I,nakaas₃,5
nakāsu I,KUD,8
nakāsu I,ikkisa,6
nakāsu I,KUDME,8
nakāsu I,KUDMEŠ,8
nakāsu I,nuukkusa,6
sugullu I,AB₂.GUDHI.A,10
sugullu I,sukulli,4
nagbu I,nagbu,2
nagbu I,nagaab,4
nagbu I,IDIM,7
nagbu I,nagbi,3
nagbu I,IDIMMEŠšu₂,10
nagbu I,IDIMšu₂,7
nagbu I,nagbe,3
nagbu I,IDIMkunu,7
nagbu I,naaqbi,5
nagbu I,IDIMBI,6
nagbu I,naagbi,4
nagbu I,nagab,4
nagbu I,naagbu,3
nagbu I,IDIMšu,7
sebettu I,sebettišu₂nu,5
sebettu I,{d}IMIN.BI,9
sebettu I,7tu₄,7
sebettu I,7ti,8
sebettu I,IMINBI,8
sebettu I,sibti,6
sebettu I,IMIN.NA,9
hargallu I,hargullu₄,3
hargallu I,hurgulla,5
hargallu I,hargulla,4
hargallu I,hargulli,4
palgu I,palgu,2
palgu I,palgi,3
palgu I,palag,4
palgu I,palagu,3
palgu I,palagšu₂,4
atappu I,atap(UB)pi,6
atappu I,atappi,3
atappu I,PA₅.LA₂,8
atappu I,adapatu₄,5
atappu I,atappati,3
Neberu I,{mul}nebe₂ri,10
Neberu I,{d}ne₂be₂ri,9
Neberu I,{mul}nebe₂ru,9
Neberu I,{mul₂}SAG.ME.GAR,16
Nunu I,{mul₄}KU₆,8
Nunu I,{d}KU₆,6
Nunu I,{mul}nunu,6
šērtu II,šeerti,6
šērtu II,šeretka,6
šērtu II,šereete,6
šērtu II,šereeti,6
šērtu II,šeri₃ti,6
šērtu II,šer₂ti,6
tešmû I,tašmuu₂,4
tešmû I,teš₂muu,4
tešmû I,teš₂muu₂,4
tešmû I,teš₂maa,4
tešmû I,tašmi₃i,4
tešmû I,teešmuu₂,4
tešmû I,teešme,4
tešmû I,tašmuu,4
tešmû I,tašmu,4
mašrû I,NIG₂.TUK,8
mašrû I,mešraa,4
mašrû I,mešree,4
mašrû I,NIG₂.TUKU,9
mašrû I,mašree,3
mašrû I,mašraa,3
mašrû I,mešri,4
mašrû I,mešruu₂,4
mašrû I,mašruu₂,3
mašrû I,NIG₂.TUKUšu₂,12
mašrû I,mešraaa,4
mašrû I,maašrii,4
mašrû I,NIG₂.TUKUMEŠ,12
mašrû I,mešreeMU,5
ṭūbātu I,ṭubbaati,6
nahāšu I,munaahhiiš,8
nahāšu I,inaahhiš,7
nahāšu I,nahaši,4
nahāšu I,inaahhiiš,7
nahāšu I,munahiš,6
nahāšu I,nuuhhuuš,6
nahāšu I,liihhiiš,8
nahāšu I,nuuhhušu₂,6
nahāšu I,nahaašu₂,4
nahāšu I,nahiš,4
nahāšu I,inahiš,5
šimmatu I,šimmatu₂,2
šimmatu I,šimmatu₄,2
šimmatu I,šimmaat,4
šimmatu I,šiimmatu₄,3
šimmatu I,šimmatum,2
šimmatu I,šimmatu₄.KAM@v,7
šimmatu I,šimmati,3
šimmatu I,šimmata₅,3
šimmatu I,šimmaate,4
Iqiša I,BAša₂a,5
Iqiša I,{m}BA{+ša₂},9
Iqiša I,{m}BAša₂,7
Iqiša I,{m}BA{+ša₂}a,10
Ištar-šum-ereš I,{m}{d}ištarMUKAMeš,16
Ištar-šum-ereš I,{m}{d}+INANAMUKAM@v,19
Ištar-šum-ereš I,{m}{d}+INANNAMUKAM@v,20
Ištar-šum-ereš I,{m}{d}INANAMUKAM(ŠE),20
Ištar-šum-ereš I,{m}{d}INANAMUKAM@v,18
Ištar-šum-ereš I,{m}{d}ištarMUKAM,16
Ištar-šum-ereš I,{m}{d}+INANNAMUKAM,18
Ištar-šum-ereš I,{m}{d}ištarMUKAM@v,17
Ištar-šum-ereš I,{m}{d}MUŠ₃MUKAM{+eš},19
Ištar-šum-ereš I,{m}{d}INANNAMUKAM,17
rūqu I,SU₃MEŠ,6
rūqu I,ruu₂qi₂,6
rūqu I,ruquu₂tu₄,6
rūqu I,SU₃MEŠma,8
rūqu I,ruqu,3
rūqu I,SU₃ME,6
rūqu I,ruuqtu₂,5
rūqu I,ruquti,3
rūqu I,ruu₂uq,5
rūqu I,SUD,6
rūqu I,ruu₂qa,5
rūqu I,ruqe₂etu₄,7
rūqu I,ruqe₂etu₂,7
rūqu I,ruu₂qu,5
rūqu I,ruuqtašu₂,7
rūqu I,ruqutu,3
rūqu I,ruqti,4
rūqu I,ruuqqa,5
rūqu I,ruqutu₂,4
rūqu I,ruuqti,5
rūqu I,ruqe₂eti,6
ramû III,irtanammu,8
ramû III,ruummii,7
ramû III,raammea,6
ramû III,ruummi,7
ramû III,liirmu,8
ramû III,u₂rammuu₂,7
ramû III,irmuu₂,7
ramû III,u₂rammi,7
ramû III,ruumme,7
ramû III,u₂rammaka,7
batqu I,batqa,3
batqu I,batqu,2
rašādu I,šuršudi,7
rašādu I,u₂šaršiid,8
rašādu I,mušaršid,7
rašādu I,tušaršiduuš,7
rašādu I,u₂šaršidma,8
rašādu I,u₂šaršisi,8
rašādu I,lušaršidu,7
uššu I,UŠ₈,6
uššu I,APINšu,6
uššu I,uššešu,3
pušqu I,puušqi₂,4
pušqu I,puušqu,3
pušqu I,puušqa,4
pušqu I,pušuuq,3
piṭru I,piṭriia,3
piṭru I,DU₈MEŠ,7
zaqtiš I,zaqtiš,2
neptû I,ne₂eptee,5
neptû I,niiptuu₂,5
neptû I,ne₂epteea,5
kâšim I,kašima,3
kâšim I,kaša₂ma,5
kâšim I,kaašu₂,6
kâšim I,kaša₂,5
kâšim I,kaaša₂,6
kâšim I,kaaša,6
kâšim I,kaša₂ama,6
kâšim I,kaašiiʾ,5
ērib bīti I,{lu₂}KU₄E₂MEŠ,13
aluzinnu I,aluziinni,4
Iqišaya I,{m}BAšaa,8
Nabu-šumu-uṣur I,{m}{d}+AGMUuṣur,13
Cyrus I,{m}kurraš,8
Cyrus I,{m}kurraaš₂,10
Cyrus I,{m}kuraš,7
ṣerru II,ṣe₂raam,5
nukušû I,{giš}NU.KUŠ₂.U₃,15
ṣarāru I,ṣararu,3
ṣarāru I,taṣarura,5
ṣarāru I,SURma,8
ṣarāru I,ŠURma,8
ṣarāru I,iṣruurma,7
ṣarāru I,iṣarruur,4
ṣarāru I,ṣararišu₂,5
ṣarāru I,iṣruur,6
ṣarāru I,SUR,8
ṣarāru I,ṣarari,4
ṣarāru I,SURMEma,8
ṣarāru I,iṣarraar₂,6
ṣarāru I,ṣereeršu₂,6
ṣarāru I,SURMEŠma,8
tilpānu I,tilpana,4
tilpānu I,{giš}ILLAR,9
tilpānu I,GEŠBU,9
arku I,GID₂.DA,7
arku I,GID₂.DAšu₂,10
arku I,arkušu,2
arku I,arkuma,2
arrabu I,PEŠ₂.GIŠ.UR₃.RA,15
arrabu I,arrabu,2
arrabu I,PEŠ₂.UR₃.RA,11
kaṣāṣu I,kaṣ₃ṣata₅,5
kaṣāṣu I,kaṣiṣma,4
kaṣāṣu I,iktaṣaaṣ,7
kaṣāṣu I,ikaṣ₃ṣasu,5
kaṣāṣu I,kaṣiṣ,4
kaṣāṣu I,likaṣ₃ṣiiṣ,6
kaṣāṣu I,ikaṣ₃ṣaassu,7
kaṣāṣu I,ZU₂.GUZ,8
kaṣāṣu I,iktanaaṣṣaaṣ,9
pānû I,panuma,4
pānû I,panuu₂,4
pānû I,IGIi,6
pānû I,paniaat,5
pānû I,pa₂niu₂tim,8
pānû I,paniim,4
pānû I,panini,4
pānû I,IGItu₄,6
pānû I,IGIsu,6
pānû I,IGIMEŠšu₂,9
pānû I,IGIMEŠ,6
na'ādu I,itid,7
na'ādu I,u₂nahiidka,8
na'ādu I,luuttaidma,10
na'ādu I,attaid,7
na'ādu I,nuʾudu,5
na'ādu I,luuttaʾidma,10
na'ādu I,tanaida,7
littūtu I,littuta₅,4
littūtu I,littuutka,5
littūtu I,littutu₂,3
littūtu I,littute,4
littūtu I,littutu₄,3
rabābu I,ušrab(LUGAL)buka,11
rabābu I,u₂šarbabu,7
rabābu I,irabbiibšu₂,7
rabābu I,liirbuub,6
rabābu I,murabbibu,6
rabābu I,irabbubu,4
rabābu I,murabbiib,6
sakāpu I,sa₃kip,5
sakāpu I,siikpa,6
sakāpu I,liskipušuma,8
sakāpu I,liskipušu₂ma,9
sakāpu I,saakpa,5
sakāpu I,liskipu₂šuma,9
sakāpu I,tasakip,6
sakāpu I,sakapi,4
sakāpu I,u₂sakapa,6
sakāpu I,taskip,6
sakāpu I,sakap,4
sakāpu I,liskipuu₂šu₂ma,11
sakāpu I,sakapu,3
sakāpu I,liskipa,7
sakāpu I,suukkipšu₂,7
sakāpu I,liskipšu₂,7
sakāpu I,sukipšu₂,5
sakāpu I,u₂sa₃kapu,6
sakāpu I,liiskip,8
ayyu I,aau₂,4
ayyu I,iau₂,5
ayyu I,aaitu,5
ayyu I,iamuu₂,5
ayyu I,iaʾu₂,5
ayyu I,aau₂tu,5
ayyu I,iae,6
ayyu I,aiae,5
ayyu I,aai,5
hanāqu I,haniq,4
hanāqu I,haanqat,5
hanāqu I,ihtaniq,6
hanāqu I,ihtanaqu,5
hanāqu I,haniiq,5
hanāqu I,haniiqma,5
hanāqu I,uhtaniq,6
diqāru I,{dug}UTUL₂,9
diqāru I,UTUL₂,8
diqāru I,{dug}UTUL₇,9
diqāru I,{dug}SILA₃,9
karṣu I,karṣiiaama,6
karṣu I,karṣiu₂a,3
karṣu I,karṣišu₂,4
karṣu I,karṣi,3
karṣu I,karṣuu₂a,3
karṣu I,karṣee,3
rēhtu I,IB₂.TAG₄,8
rēhtu I,rehetu₄,4
rēhtu I,riihtu₂,4
rēhtu I,reheet,5
rēhtu I,reehtu₄,4
rēhtu I,rehiit,5
rēhtu I,IB₂.TAKA₄,9
Kiribtu I,{m}kiribtu₂,6
Aplaya I,{m}aplaa,7
Aplaya I,{m}EDURU{+a},12
Aplaya I,{m}Aa,7
Aplaya I,{m}IBILAia@v,11
Aplaya I,{m}IBILA{+a},12
Dummuqa I,{m}duummuqa,7
Silim-ili I,{m}silimDINGIR.MEŠ,14
šēdu I,šeedu,4
šēdu I,{d}ALAD,7
šēdu I,šeedi,5
šēdu I,ALAD,6
šēdu I,šediim,4
šēdu I,šeed,5
šēdu I,{d}ALAD(KAL),12
šēdu I,šidam,4
šēdu I,šiissu₂,6
šēdu I,{d}LAMA,7
šēdu I,šedu,3
šēdu I,šedušu,3
šuruppû I,šuruuppuʾ,4
šuruppû I,šuruuppuu,4
šuruppû I,A.ZA.AD,9
šuruppû I,šuruuppee,4
šuruppû I,šurupee,4
šuruppû I,šurupuu,4
šuruppû I,šuruuppaa,4
šuruppû I,šurupiiš,4
šuruppû I,šuruuppi,4
hāmītu I,NUM.UR₄.UR₄,11
hāmītu I,{nim}hamite,10
hāmītu I,hamiti,5
muttaggišu I,muttaggišu₂,2
muttaggišu I,muttagišu₂,3
muttaggišu I,muttagišu,3
šaggāšu I,šagaašti,5
šaggāšu I,šagga₂šu₂,4
šaggāšu I,šaggašti,4
šaggāšu I,šaggašu₂,3
māšu I,{d}MAŠ.TAB.BA,13
māšu I,MAŠ,6
māšu I,MAŠ(PA),7
māšu I,maašu₂,4
māšu I,{u₂}MAŠ.TAB.BA,14
māšu I,{mul₂}MAŠ.MAŠ,12
māšu I,{mul}MAŠ.TAB.BA,14
māšu I,{mul}MAŠ.MAŠ,11
māšu I,{u₂}MAŠ.TAB,11
māšu I,MAŠ.MAŠ,7
māšu I,{mul}maašu,9
šibṭu I,šibiṭ,4
šibṭu I,šibṭa,3
šibṭu I,šibṭu,2
šibṭu I,šibṭu₃,2
šibṭu I,šibṭi,3
liliu I,{munus}LIL₂.EN.NA,15
liliu I,{munus}LIL₂.LA₂,13
liliu I,lilii,3
liliu I,lilitu₄,3
liliu I,LIL₂.LA₂,8
liliu I,liliiim,3
liliu I,lilitu,3
liliu I,LU₂.LIL₂.LA₂,12
liliu I,MUNUS.LIL₂.LA₂,13
liliu I,LIL₂.LA₂.EN.NA,14
liliu I,KI.SIKIL.LA₂.EN.NA,17
liliu I,lilitu₂,3
Šulak I,{d}šulak,6
Šulak I,šulak,3
musâtu I,musaati,5
ahhāzu I,{d}DIM₃.ME.LAGAB,16
ahhāzu I,{d}DIM₂.ME.LAGAB,16
ahhāzu I,ahhazu,3
ahhāzu I,ahhaza,4
ahhāzu I,ahhazi,4
qitmu I,{im}SAHAR.GE₆.KUR.RA,19
qitmu I,IM.SAHAR.GI₆.KUR.RA,18
qitmu I,IM.SAHAR.GE₆.KUR.RA,19
kalû IV,IM.GA₂.LI,9
kalû IV,{im}KAL,7
kalû IV,kalee,4
kalû IV,{im}KAL.LA,10
kalû IV,IM.KAL.LA,9
kalû IV,IM.KAL.LI,9
kalû IV,IM.KAL.LAa,10
nirāhu I,nirahu,3
būdu II,budeešu,5
būdu II,SAG.KI,6
būdu II,buud,5
būdu II,{uzu}LUM,7
būdu II,budašu₂,5
būdu II,budišu₂,5
būdu II,MURGU,7
būdu II,buu₂du,5
būdu II,budišu,5
šuplu I,šupli,3
šuplu I,šupuulšu₂,5
šuplu I,šupulšu₂,4
šuplu I,šupla,3
upumtu I,u₂puuttu₄,5
upumtu I,ZI₃.MAD.GA₂,11
upumtu I,u₂puuntu₂,5
upumtu I,u₂puuntu₄,5
upumtu I,u₂puunti,6
kūbu I,{d}ku₃bu,7
kūbu I,kubu,3
kūbu I,kuu₂bu,5
kūbu I,kubuum,3
rêqu I,šuriiq,6
rêqu I,tareeq,6
rêqu I,irtequ₂,5
rêqu I,ušriiqma,7
rêqu I,tereqamma,7
rêqu I,riqaamma,6
rêqu I,irteeq,6
rêqu I,irtuqaanni,8
rêqu I,lirequ,5
rêqu I,reeqi₂,5
rêqu I,lirequ₂,5
ararru I,{lu₂}AR₃,8
ararru I,{lu₂}AR₃.AR₃MEŠ,15
diri-Addari I,{iti}DIRI.ŠE,11
qīptu I,qiptu₄,3
qīptu I,qipti,4
tamṭītu I,tamṭitu₂,3
tamṭītu I,tamṭaatum,4
tamṭītu I,tamṭaatu₄,4
tamṭītu I,tamṭaati,5
tamṭītu I,tamṭaati₃,5
tamṭītu I,tamṭaatu,4
sīrāšû I,{lu₂}LUNGA₃,11
sīrāšû I,{lu₂}LUMGIMEŠ,12
sīrāšû I,LUNGA₃MEŠ,9
sīrāšû I,LUNGA₃,8
sīrāšû I,{lu₂}LUNGA₂,11
sīrāšû I,{lu₂}LUNGA,10
sīrāšû I,{lu₂}KUL.LA,11
sīrāšû I,LUNGA,8
huṣābu I,huṣab,4
huṣābu I,huṣabi,4
huṣābu I,huṣaaba,5
huṣābu I,huṣaba,4
huṣābu I,huṣabbu,4
Nidintu I,{m}nidinti,7
atû II,I₃.DU₈,6
atû II,{lu₂}I₃.DU₈,10
atû II,atuu₂,4
atû II,atuu,4
atû II,{lu₂}NI.DU₈,10
muremmiku I,{lu₂}muremmikee,8
Eturkalama I,e₂tur₃kalamma,6
mušēšeru I,mušeširutu₂,5
Rahim-Esu I,{m}rahimeesu,8
Rahim-Esu I,{m}rahiimiesu,9
māhī I,ma,5
išparu I,{lu₂}UŠ.BAR,11
išparu I,išpara,3
išparu I,UŠ.BAR,8
išparu I,LU₂.UŠ.BAR,10
nahātu I,nuuhhutu,6
dullu I,dullu,2
dullu I,duli,4
dullu I,duulluussu,5
dullu I,dullišu₂,4
dullu I,dullu₄,2
dullu I,dullaka,3
dullu I,dullakunu,4
dullu I,dullikunu,4
kurgarrû I,KUR.GAR.RA,10
kurgarrû I,{lu₂}KUR.GAR.RA,14
kurgarrû I,{lu₂}kurgarraMEŠ,9
qâtamma,qa-tam-ma,3
šanîtum,ni-tam,5
šanîtum,ša-ni,5
manûm,MA-NA-TA,8
siparrum,UD-KA-BAR-HI-A,14
maškum,KUŠ-HI-A,8
maškum,ma-aš-ki-šu-nu,9
watûm,li-iš-ta-te-a-am-ma,16
watûm,ú-tu-šu-nu-ti,12
mâtum,ma-a-ma,5
mâtum,ma-tum,2
mâtum,ma-tim,3
mâtum,ma-tam,3
mâtum,im-tu-ut,5
mâtum,ma-a-tim,5
mâtum,ma-a-tam,5
mâtum,sú,5
mâtum,i-ma-at,6
mâtum,ma-a-at,6
mâtum,ma-ti-šu,6
mâtum,tum,2
mâtum,ma-at,4
mâtum,ma-a-tim-ma,8
mâtum,mi-it,4
mâtum,mi-tu,3
šêtu,še-tu,2
šêtu,še₂₀-tu,4
šêtu,tu,2
šiprum,ši-ip-ra-am,6
šiprum,ip-re-e-im,7
šiprum,ši-ip,4
šiprum,pí-ir,6
šiprum,ši-ip-ri-šu,7
šiprum,ši-ip-ri,5
šiprum,ši-ip-ru,4
šiprum,ip-ra-am,5
šiprum,ši-pí-ir,5
šiprum,ši-ip-ri-im,6
šiprum,ši,4
