Lemma, CV1, CV2, distance
ešgallu I,EŠ₃.GAL,EŠ₃.GAL.BI,3
Ilan-ṣura,i-la-an-ṣú-ra,i-la-an-ṣú-ra,0
Ilan-ṣura,i-la-an-ṣú-ra,i-la-an-ṣú-ra-(ki),5
mala (ša),ma-la,ma-la,0
šapūlu I,ša₂pulu,ša₂pulu,0
šapūlu I,ša₂pulu,šapulišu₂,4
šapūlu I,ša₂pulu,ša₂pulašu₂,3
rihiṣtu I,RAti,RAti,0
pakku I,pakki,pakki,0
namrūtu I,namrutu₄,namrutu₄,0
lulimtu I,lulimti,lulimti,0
lulimtu I,lulimti,lulimat,2
ṭapāru I,ṭuppir,ṭuppir,0
ṭapāru I,ṭuppir,ṭuppur,1
Mamu I,{d}MA.MU₂,{d}MA.MU₂,0
Mamu I,{d}MA.MU₂,{d}mamu₂,5
Nabu-šarru-uṣur I,{m}{d}AGLUGALURI₃,{m}{d}AGLUGALURI₃,0
mutērtu I,muterreeti,muterreeti,0
mutērtu I,muterreeti,muterti,3
Ubaru I,{m}u₂baru,{m}u₂baru,0
muzzazum,mu-za-az,mu-za-az,0
Nabu-ahhe-bulliṭ I,{m}{d}+AGŠEŠ.MEŠbulliṭ,{m}{d}+AGŠEŠ.MEŠbulliṭ,0
Nabu-ahhe-bulliṭ I,{m}{d}+AGŠEŠ.MEŠbulliṭ,{m}{d}+AGPAB.MEŠbulliṭ,3
Nabu-ahhe-bulliṭ I,{m}{d}+AGŠEŠ.MEŠbulliṭ,{m}{d}AGŠEŠMEŠbulliṭ,2
Nabu-ahhe-bulliṭ I,{m}{d}+AGŠEŠ.MEŠbulliṭ,{m}{d}AGŠEŠMEŠTIN,8
Nabu-ahhe-bulliṭ I,{m}{d}+AGŠEŠ.MEŠbulliṭ,{m}{d}+AGŠEŠ.MEŠTIN,6
Adi-anniam,a-di-an-ni-a,a-di-an-ni-a,0
Inbuša,(I)-in-bu-ša,(I)-in-bu-ša,0
Abiyatum,a-bi-ia-tum,a-bi-ia-tum,0
Imgur-Šamaš,im-gur-(d)-UTU,im-gur-(d)-UTU,0
Ili-ippašram,(I)-ì-lí-ip-pa-aš-ra,(I)-ì-lí-ip-pa-aš-ra,0
Sin-remeni,(I)-(d)-EN-ZU-re-me-ni,(I)-(d)-EN-ZU-re-me-ni,0
Nuriya,nu-ri-ia,nu-ri-ia,0
hibiltum,hi-ib-la-ti-šu-nu,hi-ib-la-ti-šu-nu,0
hibiltum,hi-ib-la-ti-šu-nu,hi-bi-il-ta-šu-nu,5
iliš I,iliš,iliš,0
iliš I,iliš,iliiš,1
šagigurû I,ŠA₃.GI₈.GUR₆ka,ŠA₃.GI₈.GUR₆ka,0
šagigurû I,ŠA₃.GI₈.GUR₆ka,ŠA₃.GI₈.GURU₆a,2
šagigurû I,ŠA₃.GI₈.GUR₆ka,ŠA₃.GI.GURU₆,4
šagigurû I,ŠA₃.GI₈.GUR₆ka,ŠA₃.IGI.GURU₆,5
bintu I,biinti,biinti,0
bintu I,biinti,biinta,1
bintu I,biinti,biintu,1
sarmā'u I,šarmaʾi,šarmaʾi,0
sarmā'u I,šarmaʾi,sarmaʾu,2
šiwītu I,šimiti,šimiti,0
gazāzu I,gaṣaṣu,gaṣaṣu,0
gazāzu I,gaṣaṣu,likazzizu,7
tiklu I,tikleia₂,tikleia₂,0
Aqar-Nabu I,{d}aqar{d}+AG,{d}aqar{d}+AG,0
Aqar-Nabu I,{d}aqar{d}+AG,{m}aqar{d}+AG,1
Banunu I,{m}banunu,{m}banunu,0
Banunu I,{m}banunu,{m}banuni,1
šukunnûm,šu-ku-un-na,šu-ku-un-na,0
šukunnûm,šu-ku-un-na,šu-ku-un-ne-e-em,6
babâlum,ba-ba-li-im,ba-ba-li-im,0
babâlum,ba-ba-li-im,ib-ba-ab-ba-lu,9
hasīsītu I,{ninda}hasisaatum,{ninda}hasisaatum,0
lubbunû I,luubbuni,luubbuni,0
ištēnâ I,1+en.TA.AM₃,1+en.TA.AM₃,0
ištēnâ I,1+en.TA.AM₃,1.TA.AM₃,3
uppušu I,AK.A,AK.A,0
uppušu I,AK.A,GI,4
munamū I,munami,munami,0
ba'ūlu I,baʾu₂lu,baʾu₂lu,0
ba'ūlu I,baʾu₂lu,baʾu₂lat,2
šuddulu I,šumdul,šumdul,0
šuddulu I,šumdul,šumdulutu₂,4
šuddulu I,šumdul,šumdulu,1
gitmāliš I,git₂mališ,git₂mališ,0
qinnazum,(kuš)-USAN₃,(kuš)-USAN₃,0
tiālu I,liiaru,liiaru,0
mīsu I,miis,miis,0
mīsu I,miis,KA.LUH.U₃.DA,12
mīsu I,miis,mišuum,4
mīsu I,miis,mišeeem,5
nabriu I,naabrii,naabrii,0
šiprūtu I,šiiprutiim,šiiprutiim,0
nuballu I,nuballu₄,nuballu₄,0
nuballu I,nuballu₄,nuballum,1
egertu I,egir₂ati,egir₂ati,0
egertu I,egir₂ati,egir₂te,2
egertu I,egir₂ati,egir₂ti,1
egertu I,egir₂ati,egir₂tu₂,3
Usmu I,{d}ARA,{d}ARA,0
Usmu I,{d}ARA,{d}ŠA,2
Igalima I,{d}igalimma,{d}igalimma,0
Igalima I,{d}igalimma,{d}igalim(UG)ma(GIŠ),9
Endašurimma I,{d}+endašurimma,{d}+endašurimma,0
Nindašurimma I,{d}nindašurimma,{d}nindašurimma,0
Endukuga I,d+endu₆ku₃ga,d+endu₆ku₃ga,0
Nindukuga I,{d}nindu₆ku₃ga,{d}nindu₆ku₃ga,0
temmēnu I,temeenšu₂,temeenšu₂,0
temmēnu I,temeenšu₂,temena,4
mammu I,maammee,maammee,0
Mukallim I,{m}mukallim,{m}mukallim,0
Amel-Ea I,{m}LU₂{d}IDIM,{m}LU₂{d}IDIM,0
uršānu II,urša₂nu,urša₂nu,0
šalmum,al-ma-tim,al-ma-tim,0
zûzum,zu-za-am,zu-za-am,0
Zarri,za-ar-ri,za-ar-ri,0
alû I,alee,alee,0
harbakkannu I,HURbaqaan,HURbaqaan,0
harbakkannu I,HURbaqaan,hurbaqani,5
harbakkannu I,HURbaqaan,HARbaqanu,3
līdānu I,lidanika,lidanika,0
līdānu I,lidanika,lidane₂e,3
līdānu I,lidanika,lidanuka,1
naquttu I,naquttu₂,naquttu₂,0
mupparšu I,muupparšu₂,muupparšu₂,0
papallu I,papaalli,papaalli,0
ištu (ša),iš-tu,iš-tu,0
kadûm,ik-dú-ú,ik-dú-ú,0
kadûm,ik-dú-ú,ik-dú,2
šanûm B,iš-né-e,iš-né-e,0
me’atum,me-tim,me-tim,0
dumqum,du-um,du-um,0
Dadi-etar,(I)-dá-di-e-ta-ar,(I)-dá-di-e-ta-ar,0
Nabu-šum-lišir I,{m}{d}AGMUGIŠ,{m}{d}AGMUGIŠ,0
kablu I,kablu₄,kablu₄,0
Nahitum,na-hi-tum,na-hi-tum,0
burzigallu I,{dug}BUR.ZI.GAL,{dug}BUR.ZI.GAL,0
kadru I,kaadru,kaadru,0
kadru I,kaadru,qadru,2
lašāšu I,ultaašša₂aš,ultaašša₂aš,0
garbānu I,garbanu,garbanu,0
humbabītu I,huumbibittu,huumbibittu,0
humbabītu I,huumbibittu,huumbibitu₂,2
humbabītu I,huumbibittu,huumbabita₅,3
humbabītu I,huumbibittu,hubibita₅,4
ulālūtu I,u₂laluta₅,u₂laluta₅,0
būnu I,bunu,bunu,0
būnu I,bunu,buna,1
ilku II,ilikšu₂nu,ilikšu₂nu,0
lubšu I,lubšu₂,lubšu₂,0
lubšu I,lubšu₂,luubšu₂,1
dalbānu I,dulbanu,dulbanu,0
dalbānu I,dulbanu,DAL,7
šalû III,ša₂luu,ša₂luu,0
tarû II,taruu₂,taruu₂,0
šahītu I,{munus}ŠAH,{munus}ŠAH,0
kalbatu I,{munus}UR,{munus}UR,0
kalbatu I,{munus}UR,SAL.UR,7
kalbatu I,{munus}UR,MUNUS.GI₇,9
uhhu I,uhha,uhha,0
maškakātu I,{mul}GAN₂.UR₃,{mul}GAN₂.UR₃,0
maškakātu I,{mul}GAN₂.UR₃,maaš₂kaakkatu₂,14
kašāšu I,kasišišuma,kasišišuma,0
kašāšu I,kasišišuma,ikušušuma,5
ūl I,ul,ul,0
tapšertu I,tapšer₃ti,tapšer₃ti,0
Ekiur I,E₂.KI.UR₃,E₂.KI.UR₃,0
Ekiur I,E₂.KI.UR₃,e₂kiur₃,7
Enku I,{d}ENKUM,{d}ENKUM,0
Enšar I,{d}EN.ŠAR₂,{d}EN.ŠAR₂,0
Ešapsu I,EŠ₃.ABZU,EŠ₃.ABZU,0
Edimgalkalama I,E₂.DIM.GAL.KALAM.MA,E₂.DIM.GAL.KALAM.MA,0
Deritu I,{d}deritu₄,{d}deritu₄,0
Šušinak I,{d}+MUŠ₃.ŠEŠ₂{ki},{d}+MUŠ₃.ŠEŠ₂{ki},0
Iambar I,{d}iaambar,{d}iaambar,0
Humbar I,{d}humbaar,{d}humbaar,0
Napriš I,{d}napriš,{d}napriš,0
Belet-Eana I,{d}beletE₂.AN.NA,{d}beletE₂.AN.NA,0
Belet-Eana I,{d}beletE₂.AN.NA,{d}NINe₂anna,11
Šiduri I,{d}šiiaBAD₃,{d}šiiaBAD₃,0
Laṣ I,{d}laaṣ,{d}laaṣ,0
gâšu II,u₂gaaš₂,u₂gaaš₂,0
tugānu I,tuganu,tuganu,0
tugānu I,tuganu,tugana,1
šaršerru I,IM.KU₃.GI,IM.KU₃.GI,0
šaršerru I,IM.KU₃.GI,IM.SA₅,6
nīku II,niki,niki,0
adnātu I,adnatu₄,adnatu₄,0
unnatu I,unnatu₄,unnatu₄,0
kiūru III,kiuru₂{+ru},kiuru₂{+ru},0
Bel-iddina I,{m}{d}EN.MUna,{m}{d}EN.MUna,0
Bel-iddina I,{m}{d}EN.MUna,{m}{d}ENMUna,1
Bel-iddina I,{m}{d}EN.MUna,{m}{d}+ENMUna,2
matāqu I,matqaat,matqaat,0
matāqu I,matqaat,mumattiqaat,4
mēkûtu I,mekuti,mekuti,0
ṣarāpu II,ṣarpat,ṣarpat,0
uppuṭu I,uppuṭa,uppuṭa,0
terdītu I,tarditi,tarditi,0
Itti-ilišu-balaṭu I,{m}KIDIGIRšu₂TIN,{m}KIDIGIRšu₂TIN,0
šippu I,šipa,šipa,0
serdû I,ser₃daki,ser₃daki,0
serdû I,ser₃daki,ser₂dee,4
Šelebu I,{mul}KA₅.A,{mul}KA₅.A,0
damtu II,daamtu₄(QU),daamtu₄(QU),0
padattu I,padaattu₄,padaattu₄,0
padattu I,padaattu₄,padaatti,2
isru I,isru,isru,0
raqqatum,ra-aq-qá-tim,ra-aq-qá-tim,0
Siyatum,sí-ia-tum,sí-ia-tum,0
Bel-nadin-apla I,{m}{d}ENMUA,{m}{d}ENMUA,0
Bel-nadin-apla I,{m}{d}ENMUA,{m}{d}+ENnadinIBILA,10
Bel-nadin-apla I,{m}{d}ENMUA,{m}{d}+ENnadinA,6
Bel-nadin-apla I,{m}{d}ENMUA,{m}{d}ENnadinA,5
maknaktu I,{na₄}maaknaktu₄,{na₄}maaknaktu₄,0
kabšarru I,{lu₂}HUB₂.SAR,{lu₂}HUB₂.SAR,0
Marduk-nadin-šumi I,{m}{d}AMAR.UTUMUURI₃,{m}{d}AMAR.UTUMUURI₃,0
agargarūtu I,agargarrutu,agargarrutu,0
isru III,isri,isri,0
sinnišūtu I,NAM.MUNUS,NAM.MUNUS,0
šipirtu I,šipirtiia,šipirtiia,0
šipirtu I,šipirtiia,šipirtu₄,3
šipirtu I,šipirtiia,šipirti,2
eperum,SAHAR-HI-A,SAHAR-HI-A,0
eperum,SAHAR-HI-A,e-pé-ri,9
šatûm,i-ša-at-tu-ú,i-ša-at-tu-ú,0
Dimat-ili-ašranni,AN-ZA-GÀR-ì-lí-aš-ra-an-ni,AN-ZA-GÀR-ì-lí-aš-ra-an-ni,0
Sumer I,{kur}EME.GI₇,{kur}EME.GI₇,0
Sumer I,{kur}EME.GI₇,šumeri,11
šerû I,šeruu₂,šeruu₂,0
šitqu I,šitiiq,šitiiq,0
šitqu I,šitiiq,šitqu,3
ēniqu I,eniq,eniq,0
lubūšu I,lubuši,lubuši,0
lubūšu I,lubuši,lubuša,1
lubūšu I,lubuši,lubuuš,2
lubūšu I,lubuši,lubuše,1
mikru I,miikri,miikri,0
Yassi-Dagan,ia-ás-si-(d)-da,ia-ás-si-(d)-da,0
Abimekim,a-bi-me-ki-im,a-bi-me-ki-im,0
Abimekim,a-bi-me-ki-im,a-bi-me-ki-in,1
Abimekim,a-bi-me-ki-im,bi-me-ki-im,2
Zurubban,zu-ru-ba-an-(ki),zu-ru-ba-an-(ki),0
Kanisan,ka-ni-sa-an,ka-ni-sa-an,0
Huzzu,(I)-hu-uz-zu-ú,(I)-hu-uz-zu-ú,0
kûdanum,ANŠE-LA-GU,ANŠE-LA-GU,0
sankullu I,SAG.KUL.LA,SAG.KUL.LA,0
Zarpan I,zarpaan{ki},zarpaan{ki},0
Rab-limi I,{lu₂}GALu₂DIŠ,{lu₂}GALu₂DIŠ,0
kubtu I,IM.DUGUD,IM.DUGUD,0
harpiš I,harpiš,harpiš,0
sagbu I,sagbe₂e,sagbe₂e,0
sagbu I,sagbe₂e,sagbuu₂a,3
sagbu I,sagbe₂e,sagbe₂ea,1
damqiš I,damqi₂iš,damqi₂iš,0
ita I,ita,ita,0
ita I,ita,itašu₂,3
garābu I,garabu,garabu,0
šūquriš I,šuquriš,šuquriš,0
hallu III,HAL,HAL,0
Šabaṭu I,{iti}ZIZ₂,{iti}ZIZ₂,0
Bel-šarru-uṣur I,{m}{d}+ENLUGALURU₃,{m}{d}+ENLUGALURU₃,0
Iddin-Nergal I,{m}MU{d}U.GUR,{m}MU{d}U.GUR,0
Marduka I,{m}marduka,{m}marduka,0
Sebettu I,{d}IMIN.BI,{d}IMIN.BI,0
Sebettu I,{d}IMIN.BI,{d}7.BI,4
makāšu I,u₂šamkiššu₂,u₂šamkiššu₂,0
makāšu I,u₂šamkiššu₂,u₂šamkiššu,1
kaṣâtu I,kaṣatiim,kaṣatiim,0
kaṣâtu I,kaṣatiim,kaṣatim,1
kaṣâtu I,kaṣatiim,kaṣaatu₄,4
līlu I,lilitiim,lilitiim,0
burmu I,GUN₃.NA.A,GUN₃.NA.A,0
kušabku I,{giš}A.AB.BA,{giš}A.AB.BA,0
burmāhu I,{dug}BUR.MAH,{dug}BUR.MAH,0
mašqû I,mašqe₂e,mašqe₂e,0
mašqû I,mašqe₂e,{dug}mašquu₂,8
pasāmu I,tapaassa₃am,tapaassa₃am,0
kankannu I,kankannaša₂,kankannaša₂,0
habābu I,ihabbubu,ihabbubu,0
habābu I,ihabbubu,huubbuub,5
naṣṣabu I,nuunṣabaati,nuunṣabaati,0
naṣṣabu I,nuunṣabaati,naṣabi,6
naṣṣabu I,nuunṣabaati,naanṣabu{sar},7
lawû I,lame,lame,0
lawû I,lame,lamittu₄,5
maqqāru I,maaqqaru,maaqqaru,0
mahraṣu I,mahraṣu,mahraṣu,0
šarāṭu I,išruut,išruut,0
šarāṭu I,išruut,aš₂ruuṭ,3
šarāṭu I,išruut,naaš₂riiṭma,9
hamāru I,haamra,haamra,0
saltu I,salte,salte,0
saltu I,salte,salti,1
pinnāru I,piinnari,piinnari,0
barāšu I,abrušu,abrušu,0
tukku II,tukkaka,tukkaka,0
tukku II,tukkaka,tukkatu₄,3
uzzubu I,uzzuub,uzzuub,0
zūzâ I,zuzaa,zuzaa,0
tuqnu I,tugu₈unšu,tugu₈unšu,0
tuqnu I,tugu₈unšu,tuquun,4
Bel-uri I,{d}LUGALUR₃.RA,{d}LUGALUR₃.RA,0
di'atum,de-e-ha-as-sú,de-e-ha-as-sú,0
pašultu I,pašultu₄,pašultu₄,0
še'ēru I,išeeʾerma,išeeʾerma,0
še'ēru I,išeeʾerma,aš₂teʾir,6
šallūtu I,šalutum,šalutum,0
mišītu I,mišitum,mišitum,0
nārūtu I,narutum,narutum,0
laliu I,laliaam,laliaam,0
laliu I,laliaam,laliʾ,3
laliu I,laliaam,lalaša₂,3
ukkušu I,ukkuuš,ukkuuš,0
Putti I,{m}puutti,{m}puutti,0
labīriš I,labiriiš,labiriiš,0
kīšama I,kiša(MA)ma,kiša(MA)ma,0
kīšama I,kiša(MA)ma,kišamaa,5
ṣuhru I,ṣu₂uhrikama,ṣu₂uhrikama,0
ṣuhru I,ṣu₂uhrikama,ṣu₂uhriiama,1
kašû I,ukkušaat,ukkušaat,0
kašû I,ukkušaat,kašuu₂,6
kašû I,ukkušaat,likšuu₂,6
dārišam I,darišaam,darišaam,0
hummuru I,huummuu₂,huummuu₂,0
hummuru I,huummuu₂,KUD.KUD.DU,10
hummuru I,huummuu₂,hummuru,3
tuddû I,tidema,tidema,0
tuddû I,tidema,tuuddaata,6
Etana I,{m}etana,{m}etana,0
Etana I,{m}etana,etana,3
haṣbu I,haaṣbu,haaṣbu,0
kazābu I,uktaziib,uktaziib,0
nā'eru I,naeriim,naeriim,0
nā'eru I,naeriim,naʾiri,4
wiāṣu I,iṣaam,iṣaam,0
wiāṣu I,iṣaam,iṣu,3
wiāṣu I,iṣaam,imaaṣ,2
wiāṣu I,iṣaam,iṣi,3
wiāṣu I,iṣaam,aṣu₂um,4
huppudu I,hupudaat,hupudaat,0
arānu II,arnimi,arnimi,0
šumēlû I,šumelum,šumelum,0
šumēlû I,šumelum,150šu₂,6
Ereškigal I,{d}ereškigal,{d}ereškigal,0
Ereškigal I,{d}ereškigal,{d}ereš.ki.gal,2
Put-Ištar I,{I}puut{d}INANNAmi,{I}puut{d}INANNAmi,0
pašānu I,ipušaanni,ipušaanni,0
erretu I,erreet,erreet,0
erretu I,erreet,AŠ₂.HUL.GAL₂MEŠ,15
lemû II,lemutim,lemutim,0
šêlu I,šeluu₂,šeluu₂,0
šêlu I,šeluu₂,u₂ša₂la,7
šêlu I,šeluu₂,išeli,4
namkarum,nam-ka-ri,nam-ka-ri,0
appârum,AMBAR,AMBAR,0
lurrakkûm,LÚ-ÙR-RA,LÚ-ÙR-RA,0
lurrakkûm,LÚ-ÙR-RA,lu-ra-ku-ú,8
mali,ma-li,ma-li,0
Ašeme,a-še-me-e,a-še-me-e,0
Nuhša-Anu I,{m}nuuhša₂{d}anu,{m}nuuhša₂{d}anu,0
hašūru I,HA.ŠUR,HA.ŠUR,0
siltu I,silta,silta,0
salātu II,salatima,salatima,0
salātu II,salatima,tusallat,6
salātu II,salatima,u₂sallatu,6
salātu II,salatima,sulluti,5
ṣerrāniš II,ṣerraniš,ṣerraniš,0
Ibila-Emah I,ibilae₂mah,ibilae₂mah,0
atûtu I,{lu₂}I₃.DU₈u₂tu,{lu₂}I₃.DU₈u₂tu,0
ṣīdānu I,ṣidaanu,ṣidaanu,0
ṣīdānu I,ṣidaanu,ṣidanu,1
ruššuku I,ruuššukat₃,ruuššukat₃,0
nimšulu I,ZIZNA{ku₆},ZIZNA{ku₆},0
Harranaya I,{lu₂}KASKALu₂,{lu₂}KASKALu₂,0
ṣehru II,ṣeehrišu,ṣeehrišu,0
lahtu I,laahtu₄,laahtu₄,0
Aham-nuta,a-ha-nu-ta,a-ha-nu-ta,0
šîsum,ši-si,ši-si,0
Hamrum,ha-am-rum,ha-am-rum,0
mudasûm,mu-da-sa-am,mu-da-sa-am,0
mudasûm,mu-da-sa-am,MU-DA-SÁ-E,8
Yae,ia-e-(ki),ia-e-(ki),0
huppûm,LÚ-HÚB,LÚ-HÚB,0
huppûm,LÚ-HÚB,HÚB-BI,5
Šu-Amurrum,šu-(d)-MAR-TU,šu-(d)-MAR-TU,0
nargallum,NAR,NAR,0
kasāpu II,liksip,liksip,0
kasāpu II,liksip,aksipušu,5
kasāpu II,liksip,ikas₃sip,4
kasāpu II,liksip,ikkassip,4
šadāhu I,ša₂dahu,ša₂dahu,0
šadāhu I,ša₂dahu,išaddihu,3
šadāhu I,ša₂dahu,ša₂dahišu₂,3
šadāhu I,ša₂dahu,šadahišu₂,4
šadāhu I,ša₂dahu,išaddiha,4
mētequ I,meteqi₂,meteqi₂,0
mētequ I,meteqi₂,meteeq,3
ēqu I,equ,equ,0
ēqu I,equ,eqi₂,2
ṣalāpu I,taṣalip,taṣalip,0
ṣalāpu I,taṣalip,šuteeṣlipaatu,9
kīru I,kiiri,kiiri,0
bāmâ I,bama,bama,0
agašgû I,A.GA.AŠ₂.GA,A.GA.AŠ₂.GA,0
huliam I,huliiaam,huliiaam,0
šumēnu I,{na₄}ŠU.MIN₃,{na₄}ŠU.MIN₃,0
apû III,abatu,abatu,0
apû III,abatu,tabbaa,4
niksu I,niksi,niksi,0
niksu I,niksi,KUDis,5
niksu I,niksi,nikissu,3
niksu I,niksi,nikiis,2
niksu I,niksi,KUDMEŠsunu,9
niksu I,niksi,KU₅sunu,6
harištu I,harištu,harištu,0
harištu I,harištu,harišti,1
ṣirihtu I,ṣiriihtu₂,ṣiriihtu₂,0
ṣirihtu I,ṣiriihtu₂,ṣiriihtu,1
taltallû I,taltalluu₂,taltalluu₂,0
taltallû I,taltalluu₂,taltal,4
hašlu I,hašluti,hašluti,0
hašlu I,hašluti,MUNU₄.AL.GAZ.ZA,15
hašlu I,hašluti,MUNU₄.AL.KUM.MA,15
pursindu I,pursiindi,pursiindi,0
pursindu I,pursiindi,pursimiit,4
šuršurru II,šuuršura,šuuršura,0
šuršurru II,šuuršura,šuur₂šuriim,4
kannu III,kaanna,kaanna,0
kannu III,kaanna,kaannu,1
merhu II,me₂era,me₂era,0
merhu II,me₂era,meerhu,3
merhu II,me₂era,me₂erhu,2
apparrû I,apparri,apparri,0
sagallu I,SA.GAL,SA.GAL,0
itinnum,ŠITIM-MEŠ,ŠITIM-MEŠ,0
šulšu I,⅓,⅓,0
mutlellû I,mutleluu₂,mutleluu₂,0
šēru I,šeru,šeru,0
šēru I,šeru,šeruti,2
šūluku I,šuluku,šuluku,0
nakliš I,nakliš,nakliš,0
napardû I,ne₂perduu₂,ne₂perduu₂,0
napardû I,ne₂perduu₂,nepirduu,3
ṭūdu I,ṭuu₂du,ṭuu₂du,0
ṭūdu I,ṭuu₂du,ṭudat,4
ṭūdu I,ṭuu₂du,ṭu₂daat,4
pīdu I,piidsu,piidsu,0
pīdu I,piidsu,pidiia₅,4
mūšiš I,mušiiš,mušiiš,0
hatāpu I,hatipa,hatipa,0
manzû I,meṣeešu,meṣeešu,0
zarbābu I,zarbabišu₂,zarbabišu₂,0
lallarātu I,lallaraati,lallaraati,0
lallarātu I,lallaraati,lallaraati₃,1
na'āmu I,naimšimma,naimšimma,0
lābiš I,labbiš,labbiš,0
turû I,ŠUM.ŠIR.DILI,ŠUM.ŠIR.DILI,0
turû I,ŠUM.ŠIR.DILI,SUM.ŠIR{sar},6
napāqu I,u₂napaq,u₂napaq,0
napāqu I,u₂napaq,u₂nappaq,1
umṣatu II,umṣatu₄,umṣatu₄,0
sākipu I,sakipat,sakipat,0
asuppu I,asuuppu,asuuppu,0
išānû I,iša₂nu,iša₂nu,0
kinayyātu I,kinaaata,kinaaata,0
Marduk-šumu-iddina I,{m}{d}AMAR.UTUMUMU,{m}{d}AMAR.UTUMUMU,0
Iṣṣur-Addu,i-ṣur-(d)-IŠKUR-ma,i-ṣur-(d)-IŠKUR-ma,0
ummum,um-mi-a,um-mi-a,0
šût,šu-ut,šu-ut,0
sukkalmahhum,SUKKAL-MAH-im,SUKKAL-MAH-im,0
nâdinum,na-dì-ni-a,na-dì-ni-a,0
hašû V,hašišu₂,hašišu₂,0
ṣamdu I,ṣaandu,ṣaandu,0
la'ātu I,taluut,taluut,0
la'ātu I,taluut,luulʾuutkama,8
la'ātu I,taluut,laiṭu,4
la'ātu I,taluut,laʾat,4
wuddi,wu,wu,0
puhâdum,SILA₄,SILA₄,0
puhâdum,SILA₄,SILA₄-HI-A,5
balṭûtum,ba-al-ṭú-us-sú-ma,ba-al-ṭú-us-sú-ma,0
pahârum,ú-pa-hi-ir-ma,ú-pa-hi-ir-ma,0
pahârum,ú-pa-hi-ir-ma,hi,11
pahârum,ú-pa-hi-ir-ma,pa-hi-ir-ma,2
pahârum,ú-pa-hi-ir-ma,ú-pa-ah-ha-ar-ka,6
pahârum,ú-pa-hi-ir-ma,pa-ah-ru,8
ukultum,ú-ku-ul-tum,ú-ku-ul-tum,0
asakkum,a-sà-ak-ka-am,a-sà-ak-ka-am,0
rîsum,ri-i-sa-am,ri-i-sa-am,0
labâšum,tu-la-ab-ba-ša-an-ni,tu-la-ab-ba-ša-an-ni,0
labâšum,tu-la-ab-ba-ša-an-ni,ú-la-ab-bi,11
simištum,sí-mì-iš-tim,sí-mì-iš-tim,0
Šamaš-ili I,{m}{d}UTUDINGIR.MEŠ,{m}{d}UTUDINGIR.MEŠ,0
našpartum,tim,tim,0
našpartum,tim,na-aš-pa-ar-ti,13
hadûm,li-ih,li-ih,0
uqqû II,uqqa₂at,uqqa₂at,0
rēdûtu I,UŠsu,UŠsu,0
šībtu I,šibaati,šibaati,0
šībtu I,šibaati,šebite,4
šībtu I,šibaati,šibtu₄,4
hālu II,halee,halee,0
šikṣu I,šiikṣi,šiikṣi,0
abūsātu I,abusaat,abusaat,0
kalṣu I,kaliiṣ,kaliiṣ,0
anpatu I,anpatu₄,anpatu₄,0
sakkû I,sakkee,sakkee,0
sakkû I,sakkee,sakkeešu₂,3
sunguru I,suunguru,suunguru,0
ṣīhu I,ṣihaati,ṣihaati,0
ṣīhu I,ṣihaati,ṣihati,1
kataduggû I,KA.TA.DU₁₁.GAša₂,KA.TA.DU₁₁.GAša₂,0
kataduggû I,KA.TA.DU₁₁.GAša₂,KA.TA.DU₁₁.GAu₂,2
mešētu I,mešitti,mešitti,0
libnu I,libiin,libiin,0
ulālu I,u₂lalaku,u₂lalaku,0
lezû I,lezu,lezu,0
eriššī- I,eriiššišu₂,eriiššišu₂,0
kubātu I,kubatu,kubatu,0
mutta'du I,muuttaid,muuttaid,0
mutta'du I,muuttaid,muttaʾidi,3
nuppuṣu I,MUNU₄.DUB₂.DUB₂.BU,MUNU₄.DUB₂.DUB₂.BU,0
Sin-iddina I,{d}EN.ZUidinnam,{d}EN.ZUidinnam,0
madârum,ma-da,ma-da,0
hukkumum,hu-uk-ku-um,hu-uk-ku-um,0
hukkumûtum,hu-uk-ku-mu-ti-šu,hu-uk-ku-mu-ti-šu,0
dâmum,da-ma-am,da-ma-am,0
Nerak(?),ne-ra-ak-(ki),ne-ra-ak-(ki),0
bâbtum,ba-ba-at,ba-ba-at,0
nabābu I,inambaabšu₂,inambaabšu₂,0
naqûm,iq-qí-i-ma,iq-qí-i-ma,0
naqûm,iq-qí-i-ma,aq-qí-i-ma,1
naqûm,iq-qí-i-ma,li-iq-qé-em-ma,6
rapāqu I,irappiqa,irappiqa,0
ṣūhu I,ṣuuhšu₂,ṣuuhšu₂,0
šukāmu I,šukamu,šukamu,0
nuhatimmūtu I,{lu₂}MUHALDIMu₂tu,{lu₂}MUHALDIMu₂tu,0
Iddin-ahi I,{m}SUM{+na}ŠEŠ,{m}SUM{+na}ŠEŠ,0
kanku I,kangu,kangu,0
ermu I,ermi,ermi,0
magillu I,ma₂gilu₄,ma₂gilu₄,0
pašīšūtu I,pašišutim,pašišutim,0
pašīšūtu I,pašišutim,pašišuti,1
malku II,malik,malik,0
malku II,malik,GALGAMEma,9
warûm,ú-ša-ar-ra-ak,ú-ša-ar-ra-ak,0
warûm,ú-ša-ar-ra-ak,ú-ša-ar-ra-ak-kum,4
warûm,ú-ša-ar-ra-ak,ú-ša-re-e-em,6
qîštum,qí-iš-ta-ka,qí-iš-ta-ka,0
mukillum,mu-ki-il,mu-ki-il,0
kutallum,ku-ta-al-li-ia,ku-ta-al-li-ia,0
šahātu III,tašahuut,tašahuut,0
